id,title,difficulty,distance_m,duration_min,altitude_diff,altitude_start,has_rentals,lift_available,is_open,is_prepared,location,activity_type,activity_type_enc,location_enc,activity_type_predicted,type_prediction_confidence
smgpoid9df7a1dccbaa43b453454765d49019b_reduced,"Castle trail ""Castelronda"" San Genesio variation A",2,900.0,4.2,183.0,360.0,0,0,1,0,Jenesien/San Genesio Atesino,family,2,28,family,0.28981970323660444
smgpoi14649056dbbda51224bb17f556a397ee_reduced,"Castle trail ""Castelronda"" San Genesio variation B",2,900.0,4.2,183.0,824.0,0,0,1,0,Terlan/Terlano,family,2,95,hiking,0.26912173797619166
smgpoi5f9d361ac5c45bdd4b34b80830cf6625_reduced,Castle trail San Genesio variation C,2,900.0,4.2,183.0,696.0,0,0,1,0,Bolzano/Bozen,hiking,3,9,hiking,0.43454346556857937
smgpoi325151d97353ee271efac98432e21859,Ruins Castle Altrasen,2,900.0,4.2,183.0,1176.0,0,0,0,0,Rasen-Antholz/Rasun Anterselva,skiing,5,70,skiing,0.7961311744844737
smgpoi2a653e9b560fbfd7c079879eb9477506_reduced,Burgstall Graf Volkmar path,2,900.0,4.2,183.0,326.0,0,0,1,0,Burgstall/Postal,family,2,14,family,0.6070090846500591
smgpoi6958da6c5afe6f01df951c9ad239e463_reduced,Burgstall Höfetour,2,900.0,4.2,183.0,322.0,0,0,1,0,Burgstall/Postal,family,2,14,family,0.768633748485191
smgpoifc0a4d5ac48b56dd73aae52fb2ad7f89_reduced,Burgstall Knottnkino (Vöran),2,900.0,4.2,183.0,1168.0,0,0,1,0,Vöran/Verano,hiking,3,113,family,0.48269806845242363
smgpoi5e69b785964d6d67852566a1a073ea98,Waterfalls of the Burkhard Gorge,2,900.0,4.2,183.0,1406.0,0,0,0,0,Ratschings/Racines,skiing,5,71,skiing,0.576898453270435
dss_509,Burz,2,876.0,4.2,326.0,1610.0,0,0,1,0,Corvara,hiking,3,15,hiking,0.34988453180760387
smgpoie626b50b31e64862b6856fb9a39cbef2,Burz,2,900.0,4.2,183.0,1933.0,0,0,1,0,Unknown,running,4,105,hiking,0.7501895238762754
dss_215777,Burz,6,1052.0,7.800000000000001,328.0,1610.0,0,0,0,0,Corvara,winter,7,15,winter,0.9948651444350963
smgpoib01e422cda29d12d9c0f256a62f8ad1e,Burz,2,900.0,4.2,183.0,1938.0,0,0,0,0,Unknown,hiking,3,105,summer,0.3852931388777617
dss_40572335,Busabella,4,600.0,1.2,300.0,1900.0,0,0,1,0,Unknown,winter,7,105,winter,0.9926772529702493
dss_215846,Busc,4,1464.0,6.6,360.0,2476.0,0,0,0,0,Unknown,winter,7,105,winter,0.9816141940391298
dss_40458687,Bus - Piculin,2,900.0,0.6,183.0,1543.5,0,0,1,0,Al Plan/San Vigilio,winter,7,1,winter,0.9807613058480825
dss_3146326,Bus - Ski Area Val Comelico - Signaue,2,1269.0,3.6,356.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9968016949595706
smgpoi6cb09fec09783b4a486fdfb52cbae0a1,Bus - Ski Area Val Comelico - Signaue,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,running,4,105,hiking,0.7929082324950544
dss_3146702,Bus - Ski Area Val Comelico - Val Grande,2,1269.0,3.6,356.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9968016949595706
smgpoi5c54b6a474f70ed896780975d9f3696d,Bus - Ski Area Val Comelico - Val Grande,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,running,4,105,hiking,0.7929082324950544
smgpoi6ac7117f2426c956038b3f5bd8a816cf,Convertible-style cable car Tiers,2,900.0,4.2,183.0,1126.0,0,0,1,0,Tiers am Rosengarten/Tires al Catinaccio,running,4,96,hiking,0.38419276018396586
dss_231,Cacciatori,2,599.0,10.2,156.0,2456.0,0,0,0,0,Unknown,winter,7,105,winter,0.9862763407111526
dss_30683525,Cacciatori,2,680.0,3.0,151.0,2458.0,0,0,0,0,Unknown,winter,7,105,winter,0.9973219673851988
dss_215848,Cacciatori,4,545.0,22.8,215.0,1757.0,0,0,0,0,Unknown,winter,7,105,winter,0.9675416559025819
dss_382,Cadepunt,2,313.0,1.2,39.0,1586.0,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9955769360457805
dss_216083,Cadepunt,2,370.0,3.0,39.0,1586.0,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9955769360457805
dss_1680264414,Cadepunt,2,313.0,1.7999999999999998,39.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9983839857891863
smgpoi97daaf650e6b48b181bb994ab6234305,Cadepunt,2,900.0,4.2,183.0,1625.0,0,0,1,0,Sëlva/Selva di Val Gardena,running,4,92,hiking,0.3158956895125349
smgpoic913dd0e8bde34e69dc8487d14a104da,Cadepunt,2,900.0,4.2,183.0,1625.0,0,0,1,0,Sëlva/Selva di Val Gardena,hiking,3,92,hiking,0.3158956895125349
dss_215958,CAI,6,3600.0,8.4,183.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9943339578092618
smgpoib101d61f9d7fe4256292efe52e9df7a3,CAI,2,900.0,4.2,183.0,2450.0,1,0,0,0,Brixen/Bressanone,hiking,3,11,hiking,0.9865946904904537
smgpoi31d65935a00e54e94ced2259a1cd67d8_reduced,Calisthenics Park,2,900.0,4.2,183.0,1210.0,0,0,1,0,Al Plan/San Vigilio,skiing,5,1,skiing,0.28783492682920153
dss_1671870811,Campagnola,2,110.0,0.0,183.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9968864660602434
dss_187454,Campagnola,2,780.0,0.0,0.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9983839857891863
dss_184925,Campanil,2,850.0,3.6,120.0,2060.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9969240838935814
smgpoid7e94e9182e1292e7b754950b27f08c3,Campanil,2,900.0,4.2,183.0,2055.0,0,0,1,0,Deutschnofen/Nova Ponente,running,4,16,hiking,0.6879147187567294
dss_1765553116,Campanil,4,300.0,1.2,60.0,2000.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9968742207330032
dss_1849210,Campanil,2,850.0,3.6,120.0,2060.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9969240838935814
smgpoi692a6f7d37e2e832b9a7c263c0abadf7,Campanil,2,900.0,4.2,183.0,1940.0,0,0,1,0,Deutschnofen/Nova Ponente,hiking,3,16,hiking,0.649801155662484
smgpoi046d896d897313dcd6c428a82c600010,Campanil,2,900.0,4.2,183.0,1940.0,0,0,1,0,Deutschnofen/Nova Ponente,hiking,3,16,hiking,0.649801155662484
dss_588,Campanil,2,496.0,1.7999999999999998,116.0,1939.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9937604374888841
dss_1765553345,Campanil 2,4,300.0,1.2,60.0,2000.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9968742207330032
dss_699,Campetto,2,116.0,1.2,29.0,1756.0,0,0,1,0,Unknown,winter,7,105,winter,0.9952942194889931
dss_663,Campigol,2,514.0,4.8,94.0,1895.0,0,0,1,0,Urtijëi/Ortisei,winter,7,106,winter,0.9846804503282048
dss_86621,Campigol,2,590.0,3.0,95.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9975138896847168
smgpoi5fe0755e59c9852c0ab0742ea5698978,Big ring Campiol,2,900.0,4.2,183.0,1804.0,0,0,1,0,Unknown,hiking,3,105,hiking,0.4522468977692271
dss_461,Campitello - Col Rodella,2,2262.0,10.2,984.0,1543.5,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9942033219829639
dss_1679565690,Campitello - Col Rodella,2,2262.0,3.6,984.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9968016949595706
dss_79399715,Campitello - Pozza,2,2262.0,12.0,984.0,1543.5,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9942033219829639
dss_1669967957,Campo,2,3097.0,13.8,730.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9947180925344972
smgpoied44153dc5184221aae444964937d725,Campo,2,900.0,4.2,183.0,1543.5,0,0,0,0,Unknown,hiking,3,105,hiking,0.5105911212999389
dss_216084,Campo Freina,4,400.0,3.0,110.0,1568.0,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9971400839783089
dss_396,Campo Freina,2,303.0,1.2,110.0,1568.0,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9971400839783089
dss_1679675148,Campo Freina,2,303.0,1.7999999999999998,110.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9983839857891863
smgpoie65c540cf72d92ee130bf793402cfdbc,Campo Freina,2,900.0,4.2,183.0,1678.0,0,0,1,0,Sëlva/Selva di Val Gardena,hiking,3,92,hiking,0.29112487888168215
smgpoif8ba41e4cf797d042f95656989499c83,Campo Freina,2,900.0,4.2,183.0,1678.0,0,0,1,0,Sëlva/Selva di Val Gardena,running,4,92,hiking,0.29112487888168215
dss_614,Campo - Lasté,2,2105.0,7.199999999999999,485.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9942033219829639
dss_679,Campo - Lastè,2,2105.0,7.199999999999999,485.0,1855.0,0,0,1,0,Unknown,winter,7,105,winter,0.9936486446496386
dss_613,Campo - Le Cune ,2,1397.0,4.8,358.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9942033219829639
dss_678,Campo - Le Cune ,2,1397.0,4.8,358.0,1855.0,0,0,1,0,Unknown,winter,7,105,winter,0.9936486446496386
dss_215778,Campolongo,4,1245.0,5.4,244.0,1839.0,0,0,1,0,Corvara,winter,7,15,winter,0.9917584225622197
dss_511,Campolongo,2,939.0,3.0,238.0,1543.5,0,0,1,0,Corvara,winter,7,15,winter,0.9832295444799356
smgpoi19219fbb95ff869bc48b66877aa4e709,Campolongo,2,900.0,4.2,183.0,2083.0,0,0,1,0,Unknown,hiking,3,105,hiking,0.5047835316760244
dss_1674918416,Campolongo,2,906.0,3.6,240.0,1855.0,0,0,1,0,Corvara,winter,7,15,winter,0.9695899523408066
smgpoiebe5ba77975d4902ba4a7251b1820934,Campolongo,2,900.0,4.2,183.0,1855.0,0,0,1,0,Unknown,running,4,105,hiking,0.45005117778154075
dss_215771,Campo Scuola,2,2389.0,8.4,186.0,1476.0,0,0,1,0,Unknown,winter,7,105,winter,0.9914239503116917
smgpoi46f23121e3be4fdfab69e1ba061b9f24,Campo Scuola,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,3,105,hiking,0.7929082324950544
smgpoibd72b85260c84f67bf9428539bfe7669,Campo Scuola,2,900.0,4.2,183.0,0.0,0,0,1,0,Unknown,running,4,105,running,0.9130839103134796
smgpoib048d4d1462af5c1d9a03b18f522684b,Campo Scuola,2,900.0,4.2,183.0,1662.0,0,0,1,0,Unknown,hiking,3,105,hiking,0.3510329627625325
dss_183140,Campo Scuola,2,386.0,3.6,52.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9975138896847168
dss_528,Campo Scuola,2,875.0,12.0,115.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9575894623889991
dss_13503193,Campo scuola Ansiei,2,50.0,0.0,183.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9956321612850405
dss_6550890,Campo Scuola Baby,2,234.0,1.2,42.0,1456.0,0,0,1,0,Unknown,winter,7,105,winter,0.9968594084996746
dss_187098,Campo Scuola Campetto,2,138.0,0.6,9.0,1741.0,0,0,1,0,Unknown,winter,7,105,winter,0.9959471145625061
dss_184616,Campo Scuola Cermis,2,150.0,1.7999999999999998,30.0,1990.0,0,0,1,0,Unknown,winter,7,105,winter,0.9933786270570666
dss_578,Campo Scuola Cermis,2,177.0,1.7999999999999998,199.0,1553.0,0,0,1,0,Unknown,winter,7,105,winter,0.9922249701469821
dss_186590,Campo scuola Chiesetta,2,80.0,0.0,183.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9956321612850405
dss_74107,Campo scuola Ciampedie,2,500.0,1.7999999999999998,49.0,1946.0,0,0,1,0,Welschnofen/Nova Levante,winter,7,116,winter,0.9963200363568737
dss_482,Campo scuola Ciampedie,2,365.0,4.2,50.0,1949.0,0,0,1,0,Welschnofen/Nova Levante,winter,7,116,winter,0.7125956553889455
dss_185181,,2,560.0,8.4,70.0,2020.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9926404879936419
dss_216257,Campo Scuola Cimon,2,560.0,2.4,70.0,2020.0,0,0,1,0,Unknown,winter,7,105,winter,0.9976001574648612
dss_74091,Campo scuola Col da Fae',2,130.0,0.6,25.0,14125.0,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9941962102006067
dss_1764748160,,2,100.0,0.0,50.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9975138896847168
dss_41729982,Campo Scuola Doss dei Laresi,2,150.0,0.6,50.0,1270.0,0,0,1,0,Altrei/Anterivo,winter,7,4,winter,0.9916694395806881
smgpoi05c8c0ffac4ddada84d1c4ae5a194ebb,Campo Scuola Eben,2,900.0,4.2,183.0,1661.0,1,0,1,0,Deutschnofen/Nova Ponente,hiking,3,16,hiking,0.9461277758746992
dss_182255,Campo Scuola Eben,2,750.0,3.6,104.0,1557.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9970168831806127
dss_592,Campo Scuola Gardoné,2,339.0,4.8,72.0,1654.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9854397874324756
dss_184943,Campo Scuola Gardoné,2,520.0,3.0,72.0,1650.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.996404928633478
smgpoi8520c6c609555f8b1389268567a73e57,Campo Scuola Gardoné,2,900.0,4.2,183.0,1650.0,0,0,1,0,Unknown,hiking,3,105,running,0.3863033744725985
smgpoi1fd78511c7b3b531f619713ef8444b59,Campo Scuola Gardoné,2,900.0,4.2,183.0,1726.0,0,0,1,0,Unknown,running,4,105,hiking,0.4330184205618855
smgpoi25b9c83d6a9612c14f18cd407a549859,"CAMPO SCUOLA KM 1,6",2,900.0,4.2,183.0,1207.0,0,0,1,0,Unknown,skiing,5,105,skiing,0.406794749331902
smgpoi093b8b9ac96e2ac2819f4e8f8559bc93,Campo scuola Latemar,2,900.0,4.2,183.0,1965.0,0,0,1,0,Deutschnofen/Nova Ponente,running,4,16,hiking,0.5943648017996113
dss_586,Campo scuola Latemar,2,357.0,3.0,43.0,1965.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9967769832781261
smgpoiabc62bf41d3c3120ba1a70b83ff7c76d,Campo Scuola Latemar,2,900.0,4.2,183.0,1960.0,0,0,1,0,Deutschnofen/Nova Ponente,hiking,3,16,hiking,0.5750268259867006
dss_184926,Campo Scuola Latemar,2,500.0,3.6,40.0,2000.0,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9968742207330032
dss_186579,Campo scuola Le Buse,2,271.0,1.2,65.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9975138896847168
dss_186576,Campo Scuola Le Buse,2,453.0,0.0,75.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9983839857891863
dss_691,Campo Scuola Mariaz,2,295.0,2.4,44.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9975138896847168
dss_6550876,Campo Scuola Mariaz,2,260.0,10.2,35.0,1444.0,0,0,1,0,Unknown,winter,7,105,winter,0.9788634532451783
dss_6550899,Campo Scuola Palma,2,241.0,0.0,25.0,1319.0,0,0,0,0,Badia,winter,7,7,winter,0.9975786594540997
dss_6550900,Campo Scuola S. Fosca,2,400.0,1.7999999999999998,37.0,1360.0,0,0,1,0,Unknown,winter,7,105,winter,0.9925424399004451
dss_215849,Campo Scuola Socrepes,2,413.0,1.7999999999999998,34.0,1334.0,0,0,0,0,Unknown,winter,7,105,winter,0.9973647849940852
dss_86602,Campo Scuola Valbona,2,180.0,0.6,35.0,1810.0,0,0,1,0,Unknown,winter,7,105,winter,0.9962880898102042
dss_676,Campo Scuola Valbona,2,189.0,1.7999999999999998,833.0,1371.0,0,0,1,0,Unknown,winter,7,105,winter,0.9751330129945321
dss_185180,,2,180.0,2.4,30.0,1850.0,0,0,1,0,Unknown,winter,7,105,winter,0.9961562015936446
dss_215850,Canalini 1,4,863.0,7.800000000000001,282.0,2208.0,0,0,0,0,Unknown,winter,7,105,winter,0.9808871869089548
dss_215847,Canalini 2,4,680.0,3.0,151.0,2459.0,0,0,0,0,Unknown,winter,7,105,winter,0.9974246388452673
dss_215851,Canalino,2,863.0,0.0,282.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9970954800394572
dss_215852,Canalone,4,2040.0,6.0,431.0,1661.0,0,0,0,0,Unknown,winter,7,105,winter,0.9950318933923875
dss_215853,Canalone Franchetti,6,1055.0,8.4,339.0,2017.0,0,0,1,0,Unknown,winter,7,105,winter,0.9933558724562013
dss_613755,Canalone Tomba,6,350.0,1.7999999999999998,80.0,2030.0,0,0,1,0,Welschnofen/Nova Levante,winter,7,116,winter,0.995732574491682
dss_83612689,,6,400.0,0.0,183.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9968864660602434
dss_30122635,Canazei,4,1595.0,7.199999999999999,257.0,1504.0,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9950899454652963
dss_35597448,Canazei-Alba-Passo Fedaia,2,900.0,0.0,183.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9943190003358822
dss_450,Canazei - Pecol,2,1264.0,6.0,481.0,1456.0,0,0,1,0,Sëlva/Selva di Val Gardena,winter,7,92,winter,0.9930424619305932
dss_1679565594,Canazei - Pecol,2,1264.0,4.2,481.0,1543.5,0,0,1,0,Unknown,hiking,3,105,hiking,0.648125541125933
dss_86628,Capanna Margherita,2,450.0,4.8,95.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9914132098665784
dss_664,Capanna Margherita,2,400.0,1.7999999999999998,64.0,1887.0,0,0,1,0,Unknown,winter,7,105,winter,0.994706635462628
smgpoifa9e2d477b4d8596b0960fe05abba558,Capanna Nera,2,900.0,4.2,183.0,1724.0,0,0,1,0,Corvara,hiking,3,15,hiking,0.5554815312174974
dss_215692,Capanna Nera,2,971.0,5.4,114.0,1610.0,0,0,1,0,Corvara,winter,7,15,winter,0.9923674683033925
dss_298,Capanna Nera,2,903.0,6.6,115.0,1611.0,0,0,1,0,Corvara,winter,7,15,winter,0.9374295803941525
smgpoic4c3c210471041e58f6256b86bddf961,Capanna Nera,2,900.0,4.2,183.0,1611.0,0,0,1,0,Corvara,running,4,15,hiking,0.35001098915898127
dss_215855,Caprioli,4,832.0,3.6,180.0,2040.0,0,0,0,0,Unknown,winter,7,105,winter,0.994746729404725
dss_215856,Caprioli 1,4,1174.0,5.4,236.0,1106.0,0,0,1,0,Unknown,winter,7,105,winter,0.5062886538735064
dss_182276,Carezza Snowpark,2,2000.0,9.0,195.0,1650.0,0,0,1,0,Welschnofen/Nova Levante,winter,7,116,winter,0.9927510598750089
smgpoiacb133e4b95cb129322035c31dc24d09,Carezza Snowpark,2,900.0,4.2,183.0,1845.0,0,0,1,0,Welschnofen/Nova Levante,hiking,3,116,hiking,0.33491291926677064
smgpoided61cbccffcce945596496bc2cdf7da_reduced,The Carl-Toldt-Weg Trail in Vahrn near Brixen,2,900.0,4.2,183.0,646.0,0,0,1,0,Vahrn/Varna,hiking,3,108,family,0.3217588978972079
smgpoi8f1e6c541f46456bbbc4d6e2af99d248,Carpazza,2,900.0,4.2,183.0,2350.0,0,0,1,0,Unknown,running,4,105,running,0.64152877767895
dss_525,Carpazza,2,1362.0,7.800000000000001,416.0,1934.0,0,0,1,0,Corvara,winter,7,15,winter,0.9903209269236559
dss_6550891,Casot,2,1177.0,3.6,173.0,1578.0,0,0,1,0,Unknown,winter,7,105,winter,0.996263049659306
dss_187052,Casot di Pecol,2,1550.0,7.199999999999999,173.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9961380288427778
dss_701,Casot di Pecol,2,609.0,2.4,165.0,1588.0,0,0,1,0,Unknown,winter,7,105,winter,0.9973550936062892
dss_702,Casot di Pecol-Col de la Grava,2,1540.0,5.4,296.0,1575.0,0,0,1,0,Unknown,winter,7,105,winter,0.9930368011993739
smgpoi0b24349b886446632a6082daa65f4ab4_reduced,Castelfeder – Bolzano – Valle Isarco,2,900.0,4.2,183.0,570.0,1,0,1,0,Salorno/Salurn,hiking,3,76,hiking,0.7755308571485463
smgpoi11d47bb9f5d606c5ab34b523e749a447_reduced,Castelfeder – Merano - Val Venosta,2,900.0,4.2,183.0,1039.0,1,0,1,0,Salorno/Salurn,hiking,3,76,hiking,0.8663806510376518
smgpoi3b622c2956bf704fe628cfcf1332cc5a_reduced,Castelfeder – Trient – Garda,2,900.0,4.2,183.0,247.0,1,0,1,0,Auer/Ora,hiking,3,6,hiking,0.8938334740715536
dss_184947,Castelir,2,1400.0,6.6,240.0,1550.0,0,0,1,0,Unknown,winter,7,105,winter,0.9935758633906115
dss_187544,Castelir,2,1400.0,6.6,240.0,1550.0,0,0,0,0,Unknown,winter,7,105,winter,0.9957232267994771
dss_682,Castelir - Fassane,2,1132.0,4.2,250.0,1549.0,0,0,0,0,Unknown,winter,7,105,winter,0.6780428860936007
dss_594,Castelir - Fassane,2,1132.0,5.4,250.0,1549.0,0,0,1,0,Unknown,winter,7,105,winter,0.9939354188758738
dss_628,Castellazzo,2,961.0,6.6,229.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9938342144472965
dss_604,Castellazzo,2,961.0,6.6,229.0,1543.5,0,0,1,0,Deutschnofen/Nova Ponente,winter,7,16,winter,0.9938342144472965
dss_216251,Castellazzo 1,4,1250.0,9.0,217.0,2213.0,0,0,1,0,Unknown,winter,7,105,winter,0.9935561942879505
dss_216252,Castellazzo 2,4,995.0,3.6,217.0,2213.0,0,0,1,0,Unknown,winter,7,105,winter,0.9935128594481911
dss_216253,Castellazzo 3,4,1080.0,4.8,217.0,2213.0,0,0,1,0,Unknown,winter,7,105,winter,0.9923899265901308
dss_185205,,4,1275.0,6.0,225.0,1985.0,0,0,0,0,Unknown,winter,7,105,winter,0.9939054447845651
dss_185206,,4,1410.0,6.6,225.0,1985.0,0,0,0,0,Unknown,winter,7,105,winter,0.9939054447845651
dss_185208,,4,1450.0,6.6,225.0,1985.0,0,0,0,0,Unknown,winter,7,105,winter,0.9939054447845651
smgpoi733ad77f65d45c3925878c8e0c1ff286,Catores,2,900.0,4.2,183.0,2470.0,0,0,1,0,Urtijëi/Ortisei,hiking,3,106,hiking,0.6224355309865088
dss_216085,Catores,6,900.0,8.4,182.0,2280.0,0,0,1,0,Urtijëi/Ortisei,winter,7,106,winter,0.8503094057928468
smgpoi721143ac21f07f7a38c98ff44462a8b0,Catores - Fermeda,2,900.0,4.2,183.0,2520.0,0,0,1,0,Urtijëi/Ortisei,hiking,3,106,hiking,0.5686158332101392
dss_216086,Catores - Fermeda,4,500.0,5.4,480.0,2040.0,0,0,1,0,Urtijëi/Ortisei,winter,7,106,winter,0.9427461698427102
dss_362,Catores Martin,2,627.0,3.6,182.0,2287.0,0,0,1,0,Urtijëi/Ortisei,winter,7,106,winter,0.9916213347428482
dss_1680504013,Catores Martin,2,627.0,4.2,182.0,1543.5,0,0,1,0,Unknown,hiking,3,105,hiking,0.6867588047508495
smgpoiffbd299fbebf2cf08d68a8da6a666c03,Catores Martin,2,900.0,4.2,183.0,2287.0,0,0,1,0,Urtijëi/Ortisei,running,4,106,hiking,0.5650364320730628
dss_573,Cavalese - Fondovalle,2,534.0,2.4,112.0,850.0,0,0,1,0,Altrei/Anterivo,winter,7,4,winter,0.6328007466834349
smgpoid5f565f55bd21bc94437e19f2835bdac,CC Top Line,2,900.0,4.2,183.0,2255.0,0,0,1,0,Al Plan/San Vigilio,cycling,1,1,cycling,0.4304325941567904
smgpoif8fc2371e8fa40cf9116f9f32435b05b,Cendevaves,2,900.0,4.2,183.0,1688.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,running,4,75,running,0.5975783618184315
dss_374,Cendevaves,2,339.0,1.7999999999999998,62.0,1629.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,winter,7,75,winter,0.9938015386560497
dss_1680248347,Cendevaves,2,339.0,3.0,62.0,1543.5,0,0,0,0,Unknown,winter,7,105,winter,0.9983839857891863
dss_216087,Cendevaves 1,2,500.0,4.2,40.0,1660.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,winter,7,75,winter,0.7144571677263527
smgpoib04cdf7ae8d060f46b27a9a7dcd3fa14,Cendevaves 1,2,900.0,4.2,183.0,1700.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,hiking,3,75,hiking,0.7485921046639327
smgpoi30385f884e594db070fbe5338d93d7f9,Cendevaves 2,2,900.0,4.2,183.0,1700.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,hiking,3,75,hiking,0.7485921046639327
dss_216088,Cendevaves 2,2,500.0,2.4,40.0,1660.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,winter,7,75,winter,0.99673465834667
dss_570,Cenerentola,2,369.0,1.7999999999999998,70.0,1213.0,0,0,1,0,Unknown,winter,7,105,winter,0.9894022597572757
smgpoi1200406d1e9f47529865b1eee4c2ecd8,Cenerentola,2,900.0,4.2,183.0,1213.0,0,0,1,0,Unknown,running,4,105,summer,0.29261873101207597
dss_1661503429,,4,900.0,0.0,183.0,1543.5,0,0,1,0,Unknown,winter,7,105,winter,0.9807613058480825
smgpoib96b067f8d3b166eb4b27f8366414a7d,Cevedale,2,900.0,4.2,183.0,1926.0,0,0,1,0,Stilfs/Stelvio,running,4,90,hiking,0.4444043203233689
smgpoi2218fcc387b207c604291264643a23cf,Charly,2,900.0,4.2,183.0,1658.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,hiking,3,75,hiking,0.3343150229698148
dss_216162,Charly,4,3600.0,15.0,420.0,1600.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,winter,7,75,winter,0.9916736036631616
smgpoi77a56e379cd9407eaf8bddd7e346aff5,Cherz 1,2,900.0,4.2,183.0,1840.0,0,0,1,0,Unknown,running,4,105,hiking,0.5741600849410157
dss_215779,Cherz 1,2,1350.0,4.2,236.0,1853.0,0,0,1,0,Corvara,hiking,3,15,hiking,0.41447175340364223
dss_520,Cherz 1,2,928.0,6.6,243.0,1840.0,0,0,1,0,Corvara,winter,7,15,winter,0.7686912201504535
smgpoi7bea7254df4724e5f0e634605bdbe851,Cherz 1,2,900.0,4.2,183.0,2087.0,0,0,1,0,Unknown,hiking,3,105,hiking,0.5974513107293599
dss_517,Cherz 2,2,846.0,6.0,234.0,1852.0,0,0,1,0,Corvara,winter,7,15,winter,0.9610804941365649
smgpoib63bff0d56e844c1f0b2fbd6e818416b,Cherz 2,2,900.0,4.2,183.0,2087.0,0,0,1,0,Unknown,hiking,3,105,hiking,0.5974513107293599
smgpoi3c6e2dcda7eb45569e9f10a41a1bab4b,Cherz 2,2,900.0,4.2,183.0,2087.0,0,0,1,0,Unknown,running,4,105,hiking,0.5974513107293599
dss_215780,Cherz 2,4,1300.0,4.8,236.0,1853.0,0,0,1,0,Corvara,winter,7,15,winter,0.9935502963788171
