id,title,difficulty,distance_m,duration_min,altitude_diff,altitude_start,has_rentals,lift_available,is_open,is_prepared,location,activity_type,activity_type_enc,location_enc
smgpoi6015c5d28d8f28c18045aeee11861450,Funbob Haunold/Baranci,2,900.0,4.2,183.0,1499.0,0,1,0,0,Innichen/San Candido,general,3,27
smgpoi4c7ddca9bf55f562b3de8cae017b48eb,Funcross Biok ,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
smgpoic5da3b8e50ee50faa7d8fff74b9a34f4,Funcross Canazei ,2,900.0,4.2,183.0,2260.0,0,0,1,0,Unknown,other,5,105
smgpoi0b882595a4074c06fe977ec1c9bde5d8,Funcross Col Rodella ,2,900.0,4.2,183.0,2379.0,0,0,1,0,Unknown,other,5,105
smgpoica703bb1ea2a6ce32c5bf985affc1787,Funcross La Para,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
smgpoi2342fb5110be2e7cfee47653dcf529a1,Multi-day Hike - Alpine Pearls - 1. stage,2,900.0,4.2,183.0,283.0,0,0,0,0,Karneid/Cornedo all'Isarco,other,5,30
smgpoi92c95ca6d36828246334aec29cc0677f,Multiday Hike - Alpine Pearls - 2. stage,2,900.0,4.2,183.0,1749.0,0,0,0,0,Tiers am Rosengarten/Tires al Catinaccio,other,5,96
smgpoi7358f41b32f5c2db4b02150de19d4c59,Multiday Hike - Alpine Pearls - 3. stage,2,900.0,4.2,183.0,1560.0,0,0,0,0,Unknown,other,5,105
smgpoibc1ddf68becde18ceecb188163b7200e,Multiday Hike - Alpine Pearls - 4. stage,2,900.0,4.2,183.0,1343.0,0,0,0,0,Deutschnofen/Nova Ponente,other,5,16
smgpoideba238b6332cf391fc608d321141de4,Multiday Hike - Alpine Pearls - 5. stage,2,900.0,4.2,183.0,1343.0,0,0,0,0,Deutschnofen/Nova Ponente,other,5,16
smgpoi120e8368f83e5f09a035e2f09f019dd3,Multi-day Hike - Alpine Pearls,2,900.0,4.2,183.0,283.0,0,0,0,0,Karneid/Cornedo all'Isarco,other,5,30
dss_400,Fungeia ,2,135.0,1.2,32.0,1543.5,0,0,1,0,Sëlva/Selva di Val Gardena,general,3,92
smgpoie3c235245a79499db2fdd34f602fbcbe,Fungeia ,2,900.0,4.2,183.0,0.0,0,0,1,0,Sëlva/Selva di Val Gardena,running,6,92
dss_216132,Fungeia - Campo Freina,2,400.0,3.0,28.0,1543.5,0,0,1,0,Sëlva/Selva di Val Gardena,general,3,92
smgpoifd295101abd33828f4d1ee37d991d342,Fungeia - Campo Freina,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
dss_243,Funivia Faloria,2,2519.0,19.8,897.0,1226.0,0,0,1,0,Unknown,general,3,105
smgpoieb984cfc784e03a80f1a855068640986,Fun Line Buffaure ,2,900.0,4.2,183.0,1543.5,0,0,0,0,Unknown,other,5,105
smgpoi172329f4834073c07200b734bf3e6f98,Funline Belpiano ,2,900.0,4.2,183.0,2161.0,1,0,1,0,Graun im Vinschgau/Curon Venosta,other,5,24
smgpoic09e5566c827403077e0a280c84c3fec,Funpark Kids-Village lift,2,900.0,4.2,183.0,1094.0,0,0,0,0,Kastelruth/Castelrotto,hiking,4,32
smgpoi56d4b141ddbbe46ae17d9a2a996978b9,Fun Park La Crusc ,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
smgpoi2ac17b491ce13f4361f8ebf39f79722f,Fun Park La Crusc ,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,other,5,105
smgpoi1e44691c72908ae0197edc5cbe08ee4c,Funpark Marinzen Alp,2,900.0,4.2,183.0,1483.0,0,0,0,0,Kastelruth/Castelrotto,hiking,4,32
smgpoi0d9f50dbd0a036bf6647a29c649792d2,Funpark Plose,2,900.0,4.2,183.0,1543.5,0,0,0,0,Unknown,other,5,105
smgpoia8ad1e612bf2c30790f99c7a3654ee3a,Funpark Rienza,2,900.0,4.2,183.0,1543.5,0,0,0,0,Unknown,hiking,4,105
smgpoic7dfb006c2fcabe8ffa6c16ee151209b,Funpark Spitzbühl,2,900.0,4.2,183.0,1840.0,0,0,1,0,Kastelruth/Castelrotto,hiking,4,32
smgpoi8781efb8edc5216bbf7a80deb565569c,Funpark Val Gardena,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,other,5,105
smgpoideb820b40836b184ee0ac6815c81d012,Funslope,2,900.0,4.2,183.0,1850.0,1,0,1,0,Ratschings/Racines,hiking,4,71
smgpoica42a60645419718738ff51a84414bad,Funslope Arabba,2,900.0,4.2,183.0,1800.0,0,0,0,0,Unknown,other,5,105
smgpoi108569e69fdd2284e0f9a9a6cd45d486,Fun Slope Biok ,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
smgpoi3850110338a83a96071b684271edd955,Funslope Canazei ,2,900.0,4.2,183.0,2150.0,0,0,1,0,Unknown,other,5,105
smgpoi7edf155acd7f6538d4a86bef26734a8c,Funslope Furdenan - Ortisei ,2,900.0,4.2,183.0,1300.0,0,0,1,0,Urtijëi/Ortisei,other,5,106
smgpoif7d40637365dbac770fb1d0168eddccd,Funslope Larciunei ,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
smgpoi66653ceb68f27855ee47e127c2ef7f30,Funslope Saslong,2,900.0,4.2,183.0,1543.5,0,0,0,0,Unknown,hiking,4,105
smgpoid6bd7f5449b3dbdbffb49e7d37e6a989,Funslope Sochers,2,900.0,4.2,183.0,1543.5,0,0,0,0,Unknown,hiking,4,105
smgpoic488a8037354f46274c30b7209197f9f,Funzone Edelweiss,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,other,5,105
smgpoi3f66623ac4ab5e37276cc125729fc7b4,Furcela de Saslonch (Forcella del Sassolungo),2,900.0,4.2,183.0,2186.0,0,0,0,0,Sëlva/Selva di Val Gardena,summer,8,92
smgpoie76437ec93b190bf6f258a262d788ab8,Furcia 12,2,900.0,4.2,183.0,2273.0,1,0,1,0,Al Plan/San Vigilio,hiking,4,1
dss_3288,Furcia 12,4,2427.0,8.4,525.0,1748.0,0,0,1,0,Al Plan/San Vigilio,general,3,1
smgpoi591be4b03d0efe908c02db9185e9fe86,Furcia 9,2,900.0,4.2,183.0,2273.0,1,0,1,0,Al Plan/San Vigilio,hiking,4,1
dss_3285,Furcia 9,2,2702.0,12.0,525.0,1740.0,0,0,1,0,Al Plan/San Vigilio,general,3,1
smgpoi467a003916d6810beb29f6318bf007d8,Furcia Trail,2,900.0,4.2,183.0,0.0,0,0,1,0,Al Plan/San Vigilio,other,5,1
smgpoi49f97f8fb86a4eebbce9f102d323313e_reduced,Furdenan,2,900.0,4.2,183.0,1311.0,0,0,0,0,Urtijëi/Ortisei,general,3,106
dss_366,Furdenan,2,388.0,3.5999999999999996,86.0,1225.0,0,0,1,0,Urtijëi/Ortisei,general,3,106
dss_1679903664,Furdenan,2,388.0,2.4,86.0,1543.5,0,0,0,0,Unknown,general,3,105
dss_216133,Furdenan 1,2,450.0,1.7999999999999998,183.0,1543.5,0,0,1,0,Urtijëi/Ortisei,general,3,106
smgpoiefa0002c387ca4eb221d8bf5c4ef3579,Furdenan 1,2,900.0,4.2,183.0,1327.0,0,0,1,0,Urtijëi/Ortisei,hiking,4,106
smgpoi05ea7541d257d8bed9575e2648f3815b,Furdenan 2,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
dss_216134,Furdenan 2,2,450.0,1.7999999999999998,183.0,1543.5,0,0,1,0,Urtijëi/Ortisei,general,3,106
dss_216135,Furdenan - Palmer,2,150.0,9.6,183.0,1543.5,0,0,1,0,Urtijëi/Ortisei,general,3,106
smgpoi51461bf17e4135b26e1c9d2d3aa29985,Furdenan - Palmer,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,hiking,4,105
smgpoifbc7ab8713c9719fec8648d3485a4e1b,Furdenan Ski&Fun,2,900.0,4.2,183.0,1229.0,0,0,1,0,Urtijëi/Ortisei,hiking,4,106
smgpoi81292022fa9e9413c42a403838dfa14e,Forcola,2,900.0,4.2,183.0,1900.0,0,0,1,0,Stilfs/Stelvio,running,6,90
smgpoi3bd449a9290c706cf3272b80ae69e0f9,Passo Furcia/Furkelpass,2,900.0,4.2,183.0,1007.0,0,0,0,0,Olang/Valdaora,other,5,60
smgpoiba257f3f438edd6da0a45909efac45f0_reduced,Furkel Trail,2,900.0,4.2,183.0,1750.0,0,0,1,0,Stilfs/Stelvio,other,5,90
dss_356,Furnes - Seceda,2,1913.0,10.200000000000001,732.0,1730.0,0,0,1,0,Urtijëi/Ortisei,general,3,106
smgpoi9fda4c2f93e14ddca80da9d0076e7079,Furnes - Seceda,2,900.0,4.2,183.0,2443.0,0,0,1,0,Urtijëi/Ortisei,running,6,106
smgpoi4a7971fb66948d0bd5ba9dbaf6d0a7bf_reduced,"""Fürstenweg"" duke-trail Steinhaus/Cadipietra",2,900.0,4.2,183.0,1042.0,0,0,1,0,Ahrntal/Valle Aurina,other,5,0
smgpoi0007499d7926ed37bdfe3984ccbd3858,Forest's edge walk ,2,900.0,4.2,183.0,1218.0,0,0,1,0,Urtijëi/Ortisei,skiing,7,106
smgpoi8de910f2074d0707127ed7331efb7c21,Fox (1),2,900.0,4.2,183.0,1444.0,1,0,1,0,Sexten/Sesto,other,5,84
dss_216010,Gabia,2,250.0,10.200000000000001,45.0,2335.0,0,0,1,0,Sëlva/Selva di Val Gardena,general,3,92
dss_415,Gabia,2,900.0,1.2,183.0,1543.5,0,0,0,0,Unknown,general,3,105
dss_2670548,Gabia,2,250.0,1.2,45.0,2335.0,0,0,1,0,Sëlva/Selva di Val Gardena,general,3,92
smgpoi973233b48061c16394210f4a4591dd8d,Gabia,2,900.0,4.2,183.0,2290.0,0,0,1,0,Unknown,hiking,4,105
dss_467,Gabia,2,250.0,1.2,45.0,2290.0,0,0,1,0,Sëlva/Selva di Val Gardena,general,3,92
smgpoi224e6b1d43b0471e99ff654ded183908,Gaisjoch,2,900.0,4.2,183.0,1815.0,0,0,1,0,Urtijëi/Ortisei,running,6,106
dss_742,Gaisjoch,2,1909.0,7.199999999999999,178.0,1637.0,0,0,1,0,Urtijëi/Ortisei,general,3,106
smgpoicad6036bf92c19420b30557c9e116737,Gaisjoch: A Hike on the Trail of Chamois,2,900.0,4.2,183.0,1613.0,0,0,0,0,Mühlbach/Rio di Pusteria,other,5,53
smgpoi70d1113ab413ad15b69bfee11cdae203_reduced,Gais - Castle Kehlburg - Amaten - Gais,2,900.0,4.2,183.0,842.0,0,0,1,0,Gais,family,2,21
smgpoi8f35ce815361cf7946dd3a2230583fc1_reduced,Gaismair round trail,2,900.0,4.2,183.0,944.0,0,0,1,0,Sterzing/Vipiteno,hiking,4,89
dss_215947,Gaisraste,4,4100.0,15.0,419.0,1629.0,0,0,1,0,Vintl/Vandoies,general,3,111
smgpoif9f44ca806dcea04e1f1552c09a22519,Gaisraste,2,900.0,4.2,183.0,2048.0,1,0,1,0,Vintl/Vandoies,hiking,4,111
smgpoi88267ed2e12b0277538bb405d9059ff7,Tour to Pass Gallo - Mora Valley,2,900.0,4.2,183.0,1001.0,0,0,0,0,Mals/Malles,other,5,45
smgpoi930b9d516b9a2575bdcb5d39f719d34a,Chamois (3),2,900.0,4.2,183.0,1444.0,1,0,1,0,Sexten/Sesto,other,5,84
smgpoi4dbcce5464c23dda1a509236be74db92,Gampen,2,900.0,4.2,183.0,1697.0,0,0,1,0,Moos in Passeier/Moso in Passiria,hiking,4,51
smgpoi07bb9b4e9928466eceaa51a72d276b8d,Gampen,2,900.0,4.2,183.0,1692.0,0,0,1,0,Moos in Passeier/Moso in Passiria,running,6,51
smgpoi2234dc8aac7bfe6a6b072260ed8d6a6a,Gampen Alm - Zans,2,900.0,4.2,183.0,1676.0,1,0,1,0,Villnöss/Funes,other,5,110
smgpoi0b29e2bfccd7af2e1ba71b7b885565a2,Gampen II,2,900.0,4.2,183.0,1701.0,0,0,1,0,Moos in Passeier/Moso in Passiria,hiking,4,51
smgpoi27d9432ff7cd77466788e2e33eeda952,Gampen III,2,900.0,4.2,183.0,1625.0,0,0,1,0,Moos in Passeier/Moso in Passiria,hiking,4,51
smgpoib85259778058681a48df5f3ec0c8a00e,Gamsboden (K2),2,900.0,4.2,183.0,1900.0,1,0,1,0,Ahrntal/Valle Aurina,hiking,4,0
smgpoic87dad808c1b76e6db44e1043f7ba571,Gamslaiten,2,900.0,4.2,183.0,2400.0,1,0,1,0,Sand in Taufers/Campo Tures,hiking,4,78
smgpoi57667f15895ef72f3f8013afb5be21c1_reduced,Gantkofel - Bergner Kreuz,2,900.0,4.2,183.0,507.0,0,0,1,0,Eppan an der Weinstaße/Appiano sulla Strada del Vino,hiking,4,17
dss_215763,Gardena,4,627.0,3.5999999999999996,109.0,1961.0,0,0,1,0,Corvara,general,3,15
smgpoibeaf9e8afad2f317305d761fd2bb9af6,Gardena,2,900.0,4.2,183.0,2070.0,0,0,1,0,Corvara,hiking,4,15
smgpoi84484cfe49864c28936024d3c50c51ed,Gardenaccia,2,900.0,4.2,183.0,1432.0,0,0,1,0,Badia,running,6,7
dss_332,Gardenaccia,2,1215.0,5.3999999999999995,354.0,1432.0,0,0,1,0,Badia,general,3,7
smgpoi8d31e3e2b9662a8e25123f051ce41d4e,Gardenaccia A,2,900.0,4.2,183.0,1782.0,0,0,1,0,Badia,hiking,4,7
dss_215725,Gardenaccia A,4,920.0,9.0,261.0,1521.0,0,0,1,0,Badia,general,3,7
dss_215724,Gardenaccia B,2,2040.0,10.799999999999999,350.0,1432.0,0,0,1,0,Badia,general,3,7
smgpoi88c3964789f0b8f5a0904a53e5a6f879,Gardenaccia B,2,900.0,4.2,183.0,1782.0,0,0,1,0,Badia,hiking,4,7
dss_1764579366,Gardenaccia nera,6,800.0,6.0,359.0,1353.0,0,0,1,0,Badia,general,3,7
dss_591,Gardoné-Passo Feudo,2,1623.0,7.199999999999999,532.0,1635.0,0,0,1,0,Deutschnofen/Nova Ponente,general,3,16
smgpoica44b5c5c2b081201c74e7afe1781dbe,Gardoné-Passo Feudo,2,900.0,4.2,183.0,2167.0,0,0,1,0,Unknown,running,6,105
dss_1679567463,Gardoné-Passo Feudo,2,1623.0,5.3999999999999995,532.0,1635.0,0,0,1,0,Deutschnofen/Nova Ponente,other,5,16
smgpoi3d30717a79225a5fd46914f3de463217,Gargazon/Gargazzone - Kröll Tower Trail,2,900.0,4.2,183.0,274.0,0,0,1,0,Gargazon/Gargazzone,family,2,22
smgpoif22b85454eee95cd1a310a57ffe2acac_reduced,Gargazon - Vöran,2,900.0,4.2,183.0,1168.0,0,0,1,0,Gargazon/Gargazzone,other,5,22
smgpoibfec00b8d6704c1371f8df6496a08776_reduced,Garn - Königanger peak - Radlsee lake,2,900.0,4.2,183.0,1423.0,0,0,1,0,Feldthurns/Velturno,hiking,4,18
smgpoif01de8876617132c860a8f9f15c7f506,Gasserhütte-Marzuner Alm-Stöfflhütte,2,900.0,4.2,183.0,1752.0,0,0,1,0,Villanders/Villandro,cycling,1,109
dss_3314,Gassl,4,3320.0,12.6,908.0,1164.0,0,0,1,0,Bruneck/Brunico,general,3,13
smgpoi0392d1e0b9eda2dc7fb25e0824109b13,Gassl,2,900.0,4.2,183.0,2072.0,1,0,1,0,Bruneck/Brunico,hiking,4,13
smgpoi382e8cf1a0a3c8335d0ea30f105e5af7,Gassl Trail,2,900.0,4.2,183.0,2271.0,0,0,1,0,Al Plan/San Vigilio,other,5,1
smgpoi2b89f893e29a66dd1e339221a6e161f0_reduced,Restaurant Edelweiß - Gschnoferstall,2,900.0,4.2,183.0,1353.0,0,0,1,0,Mölten/Meltina,hiking,4,52
smgpoibedd1491aa09875d6602453fd0fba467_reduced,restuarant Edelweiss (Jenesieno) - restaurant Tschaufen,2,900.0,4.2,183.0,1315.0,0,0,1,0,Jenesien/San Genesio Atesino,hiking,4,28
smgpoi27bc47ef210a162f6d28475fb1a051a6_reduced,restaurant St. Ulrich,2,900.0,4.2,183.0,1141.0,0,0,1,0,Mölten/Meltina,other,5,52
smgpoi8efdf496f5586d3cd57300461f63d616_reduced,guesthouse Tschaufen,2,900.0,4.2,183.0,1139.0,0,0,1,0,Terlan/Terlano,other,5,95
smgpoi5c9ebfd093798a454abf67b5279c82f2_reduced,Gaulpromenade,2,900.0,4.2,183.0,316.0,0,0,1,0,Lana,hiking,4,42
smgpoib1d1858b8889ebee2d1a3cc16f942481,First World War ski Tour,2,900.0,4.2,183.0,1543.5,0,0,0,0,Unknown,other,5,105
smgpoifb01d40c0908a09ea798863a95ef84ce_reduced,Natural Trail Nittweg,2,900.0,4.2,183.0,1046.0,0,0,1,0,Prad am Stilfser Joch/Prato allo Stelvio,family,2,66
smgpoib47d06f753841a5630bd31c4f38e9d46,Geiselsberg - Bad Bergfall,2,900.0,4.2,183.0,1314.0,0,0,0,0,Olang/Valdaora,cycling,1,60
smgpoi2014ae13ae3d9e8701a0d0e1b1d02756,Geiselsberg - Bruneck,2,900.0,4.2,183.0,827.0,0,0,0,0,Olang/Valdaora,cycling,1,60
smgpoi15c9cab7bd6923c47c4143d6e895c535,Geiselsberg - Gassl - Mitterolang,2,900.0,4.2,183.0,1042.0,0,0,0,0,Olang/Valdaora,cycling,1,60
smgpoi23f2bb12a9a54829b8547181e69ae0d6,Geiselsberg - Kronplatz,2,900.0,4.2,183.0,1314.0,0,0,0,0,Olang/Valdaora,cycling,1,60
smgpoi0f5d3c4350ad1a4d289d65b61df87ef1,Geisler Alm - Ranui,2,900.0,4.2,183.0,1381.0,1,0,1,0,Villnöss/Funes,other,5,110
smgpoi145489a7e37073dcd4f07092a2a8e3bf,Easy family hike to the Messnerjoch mountain hut,2,900.0,4.2,183.0,1686.0,0,0,1,0,Welschnofen/Nova Levante,cycling,1,116
smgpoi50bb7368e960561c83b42c2b54426eb9,Pleasant alpine walk to Hirzerhütte Cabin,2,900.0,4.2,183.0,1981.0,0,0,0,0,Schenna/Scena,skiing,7,80
smgpoi45214bd54c3ceb64e68830b55f23ef37,Wine Route Südtirols Süden,2,900.0,4.2,183.0,333.0,0,0,1,0,Kurtatsch an der Weinstraße/Cortaccia sulla Strada del Vino,other,5,36
smgpoi6afb799385ba291013c10dab60f870d3_reduced,Etschtal Valley Circular Route from Nals/Nalles,2,900.0,4.2,183.0,1543.5,0,0,1,0,Nals/Nalles,other,5,55
smgpoi466d59b345d1a85aa0df625d326f4f70,Leisure biking tour into Val Passiria,2,900.0,4.2,183.0,683.0,0,0,1,0,Naturns/Naturno,other,5,56
smgpoi10d20e5d8099f069c72dccc34a0b727d_reduced,Bike tour: Lake Caldaro,2,900.0,4.2,183.0,323.0,0,0,1,0,Kurtatsch an der Weinstraße/Cortaccia sulla Strada del Vino,other,5,36
smgpoief5e1102fc98a6df6f817e3b4d6f6dfd_reduced,Bike Tour:Unterland,2,900.0,4.2,183.0,320.0,0,0,1,0,Kurtatsch an der Weinstraße/Cortaccia sulla Strada del Vino,other,5,36
smgpoi46c9bfe80926b07d122d993441e6842c_reduced,Bike tour: Lake Monticolo- Lake di Caldaro,2,900.0,4.2,183.0,320.0,0,0,1,0,Kurtatsch an der Weinstraße/Cortaccia sulla Strada del Vino,other,5,36
smgpoi013fda999229836ad51f83530d8656ce_reduced,Bike Tour: Waltherplatz,2,900.0,4.2,183.0,331.0,0,0,1,0,Kurtatsch an der Weinstraße/Cortaccia sulla Strada del Vino,other,5,36
smgpoifabce385ca2d668e5cc5b672d81ca652_reduced,Leisure biking tour from Glorenza to Naturno,2,900.0,4.2,183.0,569.0,0,0,1,0,Naturns/Naturno,other,5,56
smgpoic57ffafd328fe42028a5ef3ceb225da2_reduced,Leisure biking tour to Lago di Coldrano,2,900.0,4.2,183.0,531.0,0,0,1,0,Naturns/Naturno,other,5,56
smgpoi0c74727af96e0579fdf4041b5ee30f56,Enjoyable mountain hut hike on Merano 2000 in summer,2,900.0,4.2,183.0,1896.0,0,0,0,0,Hafling/Avelengo,skiing,7,26
smgpoic7a2b6ed613f416b61272a85b693b265,Pleasure Hiking in Marling,2,900.0,4.2,183.0,370.0,0,0,1,0,Marling/Marlengo,other,5,47
smgpoi292d0179e8c3d4974e061c02504290a0_reduced,Geomile Seis,2,900.0,4.2,183.0,1000.0,0,0,1,0,Kastelruth/Castelrotto,family,2,32
smgpoi35245c0a4455e49a7d7b7b4bbfedc5e4,GEOPARC Bletterbach - Dolomiti UNESCO World Heritage site,2,900.0,4.2,183.0,1450.0,1,0,0,0,Aldein/Aldino,cycling,1,2
smgpoi6853eabd8fc3b7273ff5c616040d9792,Geo-Trail - Botanical Instruction Trail,2,900.0,4.2,183.0,952.0,0,0,1,0,Villnöss/Funes,skiing,7,110
smgpoi8fd583cbe956e8205221486e36275edb,Geo-Trail - Hill of the Holy Sepulchre,2,900.0,4.2,183.0,953.0,0,0,1,0,Villnöss/Funes,skiing,7,110
smgpoid7943fbd02b513b16d6433952244cd93,"Geo-Trail - Circular hike lake ""Mesner Lacke""",2,900.0,4.2,183.0,973.0,0,0,1,0,Villnöss/Funes,skiing,7,110
smgpoi2da0861ba28ca0be817c26f09ba0ba0c,GEO TRAIL - Demonstration mine,2,900.0,4.2,183.0,952.0,0,0,1,0,Villnöss/Funes,skiing,7,110
smgpoi4a1cff6811694e7ba286beb065bc1359,GEOTour Bletterbach Canyon,2,900.0,4.2,183.0,1543.0,0,0,0,0,Aldein/Aldino,other,5,2
smgpoife52f94b389bcf8744e8e22bc39eab7e,GEOTour Bletterbah - End of valley,2,900.0,4.2,183.0,1549.0,0,0,0,0,Aldein/Aldino,cycling,1,2
smgpoi59bf082f5bdfd51ac9f2b9832962c888,GEOTour GEOMuseum Redagno - Bletterbach Canyon,2,900.0,4.2,183.0,1554.0,0,0,0,0,Aldein/Aldino,other,5,2
smgpoi94da5e01612950ed56ef38131db7c448,Geotrail Passo Pinei - Bulla,2,900.0,4.2,183.0,1485.0,0,0,0,0,Kastelruth/Castelrotto,skiing,7,32
smgpoi989d38877e70605be1a85f34d9ce0f7c_reduced,Geotrail Pufels,2,900.0,4.2,183.0,1444.0,0,0,1,0,Kastelruth/Castelrotto,hiking,4,32
smgpoi489f0b8ace7bb120c6b13d318c5f79f4_reduced,"Geologic route ""Höllental""",2,900.0,4.2,183.0,275.0,0,0,1,0,Tramin an der Weinstraße/Termeno sulla Strada del Vino,summer,8,100
smgpoi5984bf8815e9cb46cbbf694c626208a7,Gereuther Höfeweg farm trail,2,900.0,4.2,183.0,1140.0,0,0,1,0,Brixen/Bressanone,skiing,7,11
smgpoi7d7bbc0ea37d77386814cbb0068ed2f1_reduced,Gerry Trail,2,900.0,4.2,183.0,1723.0,0,0,1,0,Graun im Vinschgau/Curon Venosta,other,5,24
smgpoi8ab0ce2b233c9d3d0a312b91f0a4c0a9_reduced,The Flaas history trail,2,900.0,4.2,183.0,1516.0,0,0,1,0,Mölten/Meltina,family,2,52
smgpoi36f3945683891308bdf56b469d4f8d62_reduced,Path of history Flaas,2,900.0,4.2,183.0,1517.0,0,0,1,0,Mölten/Meltina,hiking,4,52
smgpoi89df1a5ca164e5f76e356cb9ec784326,Circular history path from Bressanone to Fortezza,2,900.0,4.2,183.0,562.0,0,0,0,0,Brixen/Bressanone,family,2,11
smgpoi0c5d1b6902dd85df74da691ca890e3a2,Health path Prettau/Predoi,2,900.0,4.2,183.0,1514.0,0,0,1,0,Prettau/Predoi,family,2,68
smgpoib3cfbeccbdcb4334fbee1afa7fa381d4_reduced,Grain path,2,900.0,4.2,183.0,1304.0,0,0,0,0,Stilfs/Stelvio,family,2,90
smgpoiccd5fbf294517dafb8f5fed7563cff0e_reduced,Gewürztraminer hiking trail,2,900.0,4.2,183.0,320.0,0,0,1,0,Tramin an der Weinstraße/Termeno sulla Strada del Vino,family,2,100
smgpoib40c7d5a5d888e66d7784e4e2beb35c2_reduced,Gfrill/Cauria - Königswiese: Fabulous beech groves and pictorial forests,2,900.0,4.2,183.0,1277.0,0,0,1,0,Neumarkt/Egna,family,2,58
smgpoi267f2fc28b1bb1d8b0fb1fa1b7faa910_reduced,Cauria trail,2,900.0,4.2,183.0,1332.0,0,0,1,0,Neumarkt/Egna,family,2,58
smgpoi09d2825b0bebb4d8a62d35a5b8a54b90_reduced,Pedaling the Peaks: Road Bike Route to Cauria/Gfrill,2,900.0,4.2,183.0,248.0,0,0,1,0,Auer/Ora,other,5,6
smgpoi59ddddbe7d7a61098ad4bc7bfd46484a,Gfrill/Caria - Trudner Horn/Monte Corno,2,900.0,4.2,183.0,1341.0,0,0,1,0,Neumarkt/Egna,skiing,7,58
dss_216019,Gherdecia ,4,2292.0,4.2,447.0,1928.0,0,0,1,0,Corvara,general,3,15
smgpoia76d23b6e5fbd502846bf9ed7fe640fd,Gherdeina Ronda,2,900.0,4.2,183.0,0.0,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,running,6,75
dss_358,Gherdeina Ronda,2,1010.0,9.6,137.0,1543.5,0,0,1,0,S.Crestina Gherdëina/Santa Cristina Val Gardana,general,3,75
smgpoic6fad122652a948ce1e6cb31b6e302df_reduced,Giern Trail,2,900.0,4.2,183.0,1534.0,0,0,1,0,Graun im Vinschgau/Curon Venosta,other,5,24
smgpoi9ec821a2583310a0b430c21fda9019c9,Circular hiking tour of the summits Geige-Kor-Schönbichl,2,900.0,4.2,183.0,1468.0,0,0,0,0,Gais,other,5,21
dss_670,Gigante,2,1514.0,6.6,343.0,1913.0,0,0,1,0,Unknown,general,3,105
dss_222,Gilardon/Roncato,2,1007.0,3.5999999999999996,176.0,1334.0,0,0,0,0,Unknown,other,5,105
smgpoi4272b84959ea3e8de3d8e15c93e9cc9c_reduced,Gilf Promenade,2,900.0,4.2,183.0,336.0,0,0,1,0,Meran/Merano,family,2,49
smgpoi71cacf62fce0e9652344968385001ec3_reduced,"Circular route ""Gilfweg""",2,900.0,4.2,183.0,591.0,0,0,1,0,St.Martin in Passeier/San Martino in Passiria,hiking,4,87
smgpoi5a09762957a9adee8ced5bde21b563e1,Gimmy Fun Ride,2,900.0,4.2,183.0,2075.0,0,0,1,0,Mühlbach/Rio di Pusteria,hiking,4,53
dss_40864229,Gimmy Fun Ride,2,1200.0,5.3999999999999995,103.0,1972.0,0,0,1,0,Mühlbach/Rio di Pusteria,general,3,53
smgpoi3df29f20c857928306ef0aa2cc92ab8d,Gimmy's Fun Ride,2,900.0,4.2,183.0,1543.5,0,0,1,0,Unknown,other,5,105
smgpoibb629cc5d9ab851416979055e0aeb9bf,Gipfelbahn,2,900.0,4.2,183.0,2273.0,0,0,1,0,Bruneck/Brunico,running,6,13
dss_269,Gipfelbahn,2,1617.0,6.0,541.0,1732.0,0,0,1,0,Bruneck/Brunico,general,3,13
smgpoi17ffbd4114f95bdd21ef85c8669f7406,Adventure at the top: Campill,2,900.0,4.2,183.0,1737.0,0,0,1,0,Lüsen/Luson,climbing,0,44
smgpoi9f77cb6d0ad163d91f303e7ec093bb15_reduced,Right To The Very Top: Hochwart 2.608 mt.,2,900.0,4.2,183.0,2608.0,0,0,1,0,St.Pankraz/San Pancrazio,other,5,88
smgpoic1259645dc261a0c7ef5c66c1ac2ba3b_reduced,Zehner - Elfer - Zwölfer peak,2,900.0,4.2,183.0,2117.0,0,0,1,0,Graun im Vinschgau/Curon Venosta,other,5,24
smgpoi6964d160345b258754397019d76c4d96,Summit tour to 8 peaks,2,900.0,4.2,183.0,2678.0,0,0,0,0,Glurns/Glorenza,other,5,23
smgpoi29306580c2b8ef06ba44af4ab3ab1f15,Summit tour Arundakopf,2,900.0,4.2,183.0,1337.0,0,0,0,0,Mals/Malles,other,5,45
